window_end_month,alpha,alpha_t,alpha_ci_low,alpha_ci_high,mkt_rf_beta,smb_beta,hml_beta,rmw_beta,cma_beta,umd_beta
2020-01,0.0031890846652567586,0.7632502382391693,-0.0050002230799621695,0.011378392410475686,-0.11658962202138037,-0.047628247967755985,-0.03588456999570007,-0.07311136689854172,-0.43720660984874116,-0.02398595951227922
2020-02,0.001397501707150939,0.3430598673818719,-0.006586682030960713,0.009381685445262591,-0.032794872078691605,0.03909904483253945,-0.030479841493792806,0.08262799761838374,-0.18473067676085367,0.10259494020254371
2020-03,0.0012085890729663562,0.2957981741334092,-0.00679954370899717,0.009216721854929883,-0.03425732958201554,0.021135702784668628,-0.05326260208750422,0.056702778468497944,-0.15678190868017014,0.09830194343546364
2020-04,0.0016385912366127591,0.4064878739086092,-0.006262209784246275,0.009539392257471793,-0.009350840416912087,0.08643066011134604,-0.1288913900409599,0.2371664048148015,-0.11371563554068749,0.08954925376802639
2020-05,0.0019921873841075477,0.47825916302936067,-0.006172037841758432,0.010156412609973527,-0.00937354528463204,0.14599695708854252,-0.19181896516806235,0.34142812390755073,-0.15600089524597152,0.08044666818866952
2020-06,0.0028225704492863984,0.6569392642663695,-0.005598507000858616,0.011243647899431412,-0.007779109007875519,0.17208313992854124,-0.19187123180358534,0.29910948723136627,-0.1313866415493372,0.08422391272251979
2020-07,0.0035998808537263073,0.8222677815070216,-0.004980823608520234,0.01218058531597285,0.05127057591035743,0.12579360733090572,-0.15869934107718378,0.24165393431365356,-0.045466714843146225,0.1577332937868411
2020-08,0.0036181503397094807,0.8139425877154951,-0.005094312263317114,0.012330612942736074,0.051378482123609306,0.12665796544282198,-0.1599559275548159,0.253553577486608,-0.04754313258430917,0.15884820077478728
2020-09,0.0035243216483484582,0.7539974270952277,-0.005636907889674107,0.012685551186371024,0.06817743270497333,0.15621708831603165,-0.166301708490527,0.25631819241062853,0.04304750382946683,0.1680578896992746
2020-10,0.005285898287297039,1.163508052313648,-0.0036183548877822772,0.014190151462376356,0.03733433426602708,0.24080097425300187,-0.14023899483757832,0.23793850404731498,0.05691868611327108,0.1658925781147374
2020-11,0.005401271683443997,1.1839271076504896,-0.0035404088489621177,0.014342952215850111,-0.008775929857925323,0.22845378289070203,-0.08548749795100044,0.537304232516855,-0.06816473381312932,0.2298824969509311
2020-12,0.006221367281318955,1.3868023052914795,-0.0025712744380197985,0.015014009000657708,-0.007164138751591602,0.22531595893418616,-0.09427142566112051,0.5694523643615717,0.0003431279346137045,0.22439663967542411
2021-01,0.007424411354068592,1.6069172482900502,-0.0016311755940890032,0.016479998302226188,0.04413632817697792,0.13539663199902344,-0.025687753034773258,0.40317786202051115,-0.03444486742553585,0.2659938138056361
2021-02,0.003843690955089082,0.7422143413835144,-0.006306336361325006,0.01399371827150317,0.08941012290375447,0.12992835534111896,-0.17562583349478464,0.408543997216889,0.20763745700346814,0.27151995660559375
2021-03,0.0031888007736925058,0.6159918668601891,-0.006957331028611484,0.013334932575996496,0.11230899899746205,0.0777662878324872,-0.16325336232155163,0.3235465021546093,0.18616521385849338,0.27234257597944744
2021-04,0.0012469042066324274,0.2381136736918627,-0.009016627909266235,0.011510436322531091,0.07937302639310034,0.17141844064053657,-0.23778047345366404,0.3846482550216325,0.29043656441137145,0.24581341993720685
2021-05,0.0007694417328738589,0.1484214204134933,-0.009391342879168232,0.010930226344915948,0.08238328698776973,0.18407354056724456,-0.2717985291062551,0.35094004801564677,0.2665107350591629,0.235532077475391
2021-06,0.0009814736484808754,0.18954206255599712,-0.009167476810625418,0.011130424107587168,0.06448660353278138,0.2174872029091774,-0.2914114067698379,0.4139344130714201,0.27700756630543927,0.22492800299965987
2021-07,0.001239278397671001,0.2343145674953969,-0.009126876179130484,0.011605432974472484,0.06334780352201592,0.20943885564288156,-0.29886591203401036,0.44719004533232903,0.2812084477057026,0.21694919374937974
2021-08,0.0012991961413880335,0.25398795101296157,-0.008726388284244843,0.01132478056702091,0.0644636047923445,0.20512041637597478,-0.29521298391331996,0.44193694571926295,0.2781798685630673,0.2174991775859806
2021-09,0.0016410790308416798,0.349750611216249,-0.00755534748875308,0.01083750555043644,0.06919024917924957,0.18305517797325993,-0.3027451680114786,0.43207243998003253,0.30755334764818654,0.20720915648952515
2021-10,0.002634509868122876,0.5443350155885169,-0.0068514579835935,0.012120477719839252,0.07996752193691734,0.10681727510522313,-0.2708756094210605,0.38761691363668604,0.321456497727327,0.19885057139152115
2021-11,0.0033619117993545643,0.6742662823914363,-0.006410527099065552,0.01313435069777468,0.099425671026975,0.020075810350688436,-0.23898798325482568,0.2634421735473068,0.3225023526082036,0.17609621712982335
2021-12,0.0019642246124178656,0.3803736431399962,-0.008156901199838385,0.012085350424674115,0.13592605351590922,0.03996787796065221,-0.24320189732285227,0.2748115587413498,0.3387286271113177,0.19996087512414248
2022-01,-0.0014975888560878818,-0.29446732362004324,-0.011465486772558087,0.008470309060382323,0.12154221966419836,0.27640144067103917,-0.3168442799637508,0.4942616170659354,0.22680406462057331,0.3212890500685222
2022-02,-0.0016176395078730133,-0.3201559108845602,-0.01152067445931393,0.008285395443567904,0.12460505099986037,0.2750692099664081,-0.32480171441040245,0.5139230113678428,0.19653260559645552,0.31572773882251426
2022-03,-0.001933054554577526,-0.37763728229359084,-0.011965743287300589,0.008099634178145536,0.11873635403443086,0.29372976403810147,-0.3207351699146408,0.5264699082882582,0.18886396765302468,0.31894045684450384
2022-04,-0.0014027516093118842,-0.2556220435829914,-0.012158250606855419,0.00935274738823165,0.1127542314281137,0.29367931068086617,-0.3080818007851791,0.5379593810815331,0.17267660123020365,0.3232872058264835
2022-05,-0.0009282214079270051,-0.17233505051114487,-0.011484869772957885,0.009628426957103876,0.10041031569848383,0.3132197388039228,-0.32044749226926705,0.5474422042147575,0.18039158375422587,0.336529127038972
2022-06,-4.6186407362635196e-05,-0.008766059260830664,-0.010372798664086373,0.010280425849361103,0.06141513003919116,0.36260067472674173,-0.3308477635502504,0.5978344070910986,0.12940134624779348,0.3360586970587206
2022-07,-0.0026113571155744453,-0.5014607821412006,-0.01281786992689365,0.007595155695744758,0.03923043523467066,0.4066930909049026,-0.3772598447749316,0.6345709506520003,0.27060768341239366,0.3347218957845291
2022-08,-0.0012748138779697638,-0.2575456091073655,-0.010976354884521988,0.008426727128582459,0.037548919930609354,0.3990796317294498,-0.3724082852145175,0.610518056584807,0.25834544305862517,0.3634583149425214
2022-09,-0.0017409308498463557,-0.39204252029069714,-0.0104444810737952,0.0069626193741024875,0.022598782862756354,0.465549443979943,-0.3572340383351441,0.6241413352578742,0.16162670289172823,0.46898850108726226
2022-10,-0.0012328309488143887,-0.2668397307294764,-0.010288095140908058,0.00782243324327928,-0.006321499319728313,0.4213163546761084,-0.3672244972786133,0.5845396728793717,0.11367161944160306,0.4093108102231079
2022-11,-8.621468605399404e-05,-0.01816795625690617,-0.009387078097150257,0.009214648725042268,0.0008536721521037183,0.38973984592152683,-0.36538411618153527,0.5308037467049942,0.10552137291156535,0.385594903947232
2022-12,-0.0017611088357400093,-0.38581994711906625,-0.01070753557359985,0.007185317902119832,0.0013942644904538122,0.3969418220903809,-0.35913393052350423,0.5541369084029477,0.07432009846888671,0.4059774855980257
2023-01,-0.003286545368706572,-0.8105260504399396,-0.011233866189210063,0.004660775451796918,-0.023642534215241717,0.471804094846683,-0.38329110635334346,0.6046152254471137,0.12869370013534157,0.3460585268325644
2023-02,-0.0025334474008028036,-0.6142360946768125,-0.01061741658680895,0.0055505217852033426,-0.03741698547718169,0.47733945808818273,-0.3823903037644414,0.6087804732077752,0.108611827041803,0.3438104924106749
2023-03,0.003792989447841717,0.7107158579980142,-0.0066670595687246224,0.014253038464408056,-0.07885038061935488,0.1382180175631748,-0.6120052923898459,0.47890139363863704,0.326218523982016,0.18712015637334942
2023-04,0.00274573945482257,0.5122170602878547,-0.007760647113712588,0.013252126023357728,-0.0969743396520066,0.14639428575251612,-0.5777472808593719,0.45905848545500805,0.26739810761411636,0.19389874138081314
2023-05,0.004087072475146553,0.795816110660597,-0.0059787137613783545,0.01415285871167146,-0.11416486488180652,0.08580304224019135,-0.5567906904229197,0.4033922162130782,0.20744074956930986,0.1804765856264498
2023-06,0.0038113038390567176,0.7377444241410817,-0.006314178664436781,0.013936786342550217,-0.11894985502600003,0.07474791954301353,-0.5553040322518076,0.39288226698603057,0.21170594689916947,0.17816546796454152
2023-07,0.004214720658703645,0.7695554633840456,-0.006519659238530073,0.014949100555937364,-0.13695624932839662,0.10164617003536047,-0.536388489970306,0.3948583846662778,0.20125260486914082,0.13877619732751942
2023-08,0.003293712671159551,0.6047515854396911,-0.007381014549608884,0.013968439891927985,-0.13536114354608758,0.11979900670361203,-0.5566603578004486,0.37678285267265604,0.25275637117919625,0.11798122711675751
2023-09,0.004585204421301895,0.868579199642632,-0.005761388648395234,0.014931797490999025,-0.1441988617523008,0.12033343249733311,-0.5597002855126547,0.35748862351232624,0.23301194539095782,0.13322732584402838
2023-10,0.0031381910679742168,0.6592973572658405,-0.006191046190525311,0.012467428326473745,-0.11104057144478255,0.05355856616715057,-0.5978935509058109,0.3388277675422211,0.2969342619634304,0.13973324145582142
2023-11,0.0038551244542619554,0.8403748049906554,-0.00513598884590068,0.012846237754424592,-0.08354149001981813,0.02553866983081445,-0.5746389843212132,0.2914630097034052,0.2791256341418826,0.1528958009345719
2023-12,0.006518949731154039,1.1535913701471925,-0.004556815068004189,0.017594714530312267,-0.0646114938360868,0.185334118546385,-0.5777521522020637,0.25817858864568655,0.3218271005482757,0.1077010057142764
2024-01,0.004547345518564441,0.7424634898645218,-0.00745679147041022,0.0165514825075391,-0.09013925941438564,0.33249955240374185,-0.6096856516597589,0.3364128702463123,0.3705481165499383,0.0634732427380853
2024-02,0.004494534729248295,0.7496304653954722,-0.007256756878068963,0.01624582633656555,-0.11404875863492256,0.3459186055574337,-0.5363163643955402,0.3628513279661819,0.2880082031140838,0.014727978515415399
2024-03,0.003810787629312493,0.6345304771181187,-0.007960130830121717,0.015581706088746702,-0.12414255364153476,0.37803838654513866,-0.5831352823956368,0.3514484875486452,0.31721007979365073,0.03436050019112574
2024-04,0.0027483881242941414,0.45904149272859585,-0.008986371858152528,0.014483148106740812,-0.08172289105600333,0.40042562544327365,-0.5639202970708395,0.3760585220461685,0.28578401186495644,0.073288617618182
2024-05,0.0027441594578034106,0.46354897397668066,-0.008858613942791402,0.014346932858398224,-0.08206515994432091,0.39964749233609875,-0.5633557120253891,0.3747379093262292,0.28703490147011873,0.07277020141622677
2024-06,0.004591172306110208,0.7313919404200374,-0.007712124831161864,0.016894469443382278,-0.06730651551114995,0.39778201695226356,-0.66375701608534,0.3251023546842807,0.3886085327679061,0.0802116243864337
2024-07,0.005067475430837886,0.7865509401408001,-0.007559894050413914,0.017694844912089686,-0.07047303828237339,0.4775333334421976,-0.6506837665969146,0.33522250732219416,0.36997810726466507,0.10154537510462817
2024-08,0.004056483391450188,0.6279966613550506,-0.008603713454138217,0.016716680237038595,-0.08563567753982922,0.49457626404651156,-0.641714926931812,0.3525842755235763,0.36194446817193093,0.07318343081667068
2024-09,0.0034601703650565955,0.5646867314670657,-0.00854969088715396,0.01547003161726715,-0.08521404349194056,0.49271856431145766,-0.6271412107631371,0.36150265655682046,0.34442060881603614,0.07668551791110235
2024-10,0.0030084678604795287,0.4962759921015479,-0.008873002831295565,0.014889938552254622,-0.12337809482992289,0.5238922095676416,-0.6709065967434557,0.34772323415020634,0.41319609625114984,0.03742963159488102
2024-11,0.0017741497271733999,0.28515823466289797,-0.010420025806814275,0.013968325261161076,-0.15686765276033732,0.4724710106908372,-0.6920496849260576,0.40792343686763,0.45732345491140824,-0.012583884749038085
2024-12,0.0028507695812317164,0.4524594602248278,-0.009498194687655722,0.015199733850119156,-0.18299810776061154,0.42841062215828374,-0.6929010136473543,0.39302239066552536,0.42446457281245786,-0.028704048131993933
